,doc,sentence,atomic_fact,precision,recall,f1-score
904,37,"In addition to her civil rights work, Zelma was a passionate advocate for women's rights and worked to promote equal employment opportunities for women in the workplace.",Zelma was a civil rights worker.,0.7932875156402588,0.5075105428695679,0.6190073490142822
905,37,"In addition to her civil rights work, Zelma was a passionate advocate for women's rights and worked to promote equal employment opportunities for women in the workplace.",Zelma was a women's rights advocate.,0.8479722142219543,0.5997517108917236,0.7025825381278992
906,37,"In addition to her civil rights work, Zelma was a passionate advocate for women's rights and worked to promote equal employment opportunities for women in the workplace.",Zelma worked to promote equal employment opportunities for women in the workplace.<|eot_id|>.,0.6552225947380066,0.7009353041648865,0.6773085594177246
907,37,She was also an active member of the National Council of Negro Women and the National Association for the Advancement of Colored People (NAACP).,She was also an active member of the National Council of Negro Women.,0.9670711755752563,0.776759147644043,0.8615303635597229
908,37,She was also an active member of the National Council of Negro Women and the National Association for the Advancement of Colored People (NAACP).,She was also an active member of the National Association for the Advancement of Colored People (NAACP).<|eot_id|>.,0.7151485681533813,0.8792715668678284,0.7887629866600037
909,37,Zelma passed away in 2014 at the age of 73.,Zelma passed away.,0.7720832824707031,0.5172146558761597,0.6194577217102051
910,37,Zelma passed away in 2014 at the age of 73.,Zelma's passing occurred in 2014.,0.7368699312210083,0.6471320390701294,0.6890917420387268
911,37,Zelma passed away in 2014 at the age of 73.,Zelma was 73 years old at the time of passing.<|eot_id|>.,0.41839003562927246,0.5427029132843018,0.4725068509578705
912,38,"Michael Valpy is a Canadian journalist, author and academic.",Michael Valpy is a journalist.,0.9040160179138184,0.7057309746742249,0.7926613688468933
913,38,"Michael Valpy is a Canadian journalist, author and academic.",Michael Valpy is a Canadian.,0.9339922666549683,0.6873026490211487,0.7918797731399536
914,38,"Michael Valpy is a Canadian journalist, author and academic.",Michael Valpy is an author.,0.9225075840950012,0.716934323310852,0.8068323135375977
915,38,"Michael Valpy is a Canadian journalist, author and academic.",Michael Valpy is an academic.<|eot_id|>.,0.4802788496017456,0.6107496619224548,0.5377130508422852
916,38,He is a former columnist with The Globe and Mail and the author of five books.,He is a former columnist.,0.8937075734138489,0.5888517498970032,0.7099362015724182
917,38,He is a former columnist with The Globe and Mail and the author of five books.,He worked with The Globe and Mail.,0.7946768999099731,0.5820689797401428,0.6719565987586975
918,38,He is a former columnist with The Globe and Mail and the author of five books.,The Globe and Mail is a publication.,0.7034375667572021,0.5092753171920776,0.590813159942627
919,38,He is a former columnist with The Globe and Mail and the author of five books.,He is an author.,0.7869724631309509,0.49895066022872925,0.6107059121131897
920,38,He is a former columnist with The Globe and Mail and the author of five books.,He has written five books.<|eot_id|>.,0.4621022939682007,0.5332151055335999,0.49511829018592834
921,38,"He has written extensively about social, political and economic issues in Canada and abroad.",He has written about social issues in Canada.,0.9257549047470093,0.7225061655044556,0.8115991353988647
922,38,"He has written extensively about social, political and economic issues in Canada and abroad.",He has written about political issues in Canada.,0.9275263547897339,0.7286075949668884,0.8161209225654602
923,38,"He has written extensively about social, political and economic issues in Canada and abroad.",He has written about economic issues in Canada.,0.9269860982894897,0.7315874099731445,0.817776620388031
924,38,"He has written extensively about social, political and economic issues in Canada and abroad.",He has written about social issues abroad.,0.8962492346763611,0.675277829170227,0.7702282071113586
925,38,"He has written extensively about social, political and economic issues in Canada and abroad.",He has written about political issues abroad.,0.9014986753463745,0.6859042644500732,0.7790609002113342
926,38,"He has written extensively about social, political and economic issues in Canada and abroad.",He has written about economic issues abroad.<|eot_id|>.,0.5387915372848511,0.6639662981033325,0.5948652625083923
927,38,"Valpy has served as a lecturer at the University of Toronto, Ryerson University and York University.",Valpy has served as a lecturer.,0.8819499611854553,0.5527691841125488,0.6795961260795593
928,38,"Valpy has served as a lecturer at the University of Toronto, Ryerson University and York University.",Valpy served as a lecturer at the University of Toronto.,0.9256883859634399,0.8046886324882507,0.8609579801559448
929,38,"Valpy has served as a lecturer at the University of Toronto, Ryerson University and York University.",Valpy served as a lecturer at Ryerson University.,0.9193298816680908,0.7867001891136169,0.8478595614433289
930,38,"Valpy has served as a lecturer at the University of Toronto, Ryerson University and York University.",Valpy served as a lecturer at York University.<|eot_id|>.,0.5538362860679626,0.7290099859237671,0.6294630765914917
931,38,He is a recipient of the Queen's Golden and Diamond Jubilee medals for his contributions to journalism.,He is a recipient of the Queen's Golden medal.,0.9085486531257629,0.73410564661026,0.8120645880699158
932,38,He is a recipient of the Queen's Golden and Diamond Jubilee medals for his contributions to journalism.,He is a recipient of the Queen's Diamond Jubilee medal.,0.9328264594078064,0.7736082077026367,0.84578937292099
933,38,He is a recipient of the Queen's Golden and Diamond Jubilee medals for his contributions to journalism.,He has made contributions to journalism.<|eot_id|>.,0.4463968276977539,0.4804248809814453,0.4627861976623535
934,38,He is currently a Senior Fellow at Massey College at the University of Toronto.,He is currently a Senior Fellow.,0.9014474153518677,0.5944821834564209,0.7164701223373413
935,38,He is currently a Senior Fellow at Massey College at the University of Toronto.,He is at Massey College.,0.8143817782402039,0.6125181317329407,0.6991711258888245
936,38,He is currently a Senior Fellow at Massey College at the University of Toronto.,Massey College is at the University of Toronto.<|eot_id|>.,0.5293577909469604,0.6690304279327393,0.5910546779632568
937,39,Alma Katsu is an American author of historical and horror fiction.,Alma Katsu is an author.,0.9142462015151978,0.6824429035186768,0.781518280506134
938,39,Alma Katsu is an American author of historical and horror fiction.,Alma Katsu is American.,0.7514979839324951,0.5180704593658447,0.613324761390686
939,39,Alma Katsu is an American author of historical and horror fiction.,Alma Katsu writes historical fiction.,0.7566021680831909,0.6057531833648682,0.6728261709213257
940,39,Alma Katsu is an American author of historical and horror fiction.,Alma Katsu writes horror fiction.<|eot_id|>.,0.4729439318180084,0.6139854788780212,0.5343138575553894
941,39,"She is best known for her horror novel, The Taker Trilogy.",She is best known for her horror novel.,0.930955171585083,0.7302715182304382,0.8184915781021118
942,39,"She is best known for her horror novel, The Taker Trilogy.",The Taker Trilogy is a horror novel.<|eot_id|>.,0.5088992118835449,0.6038040518760681,0.5523043274879456
943,39,"Katsu has written several other novels, including The Hunger, The Deep and The Reckoning.",Katsu has written several other novels.,0.9496235847473145,0.5734670162200928,0.7150956988334656
944,39,"Katsu has written several other novels, including The Hunger, The Deep and The Reckoning.",The Hunger is a novel written by Katsu.,0.668865442276001,0.5636258721351624,0.6117526292800903
945,39,"Katsu has written several other novels, including The Hunger, The Deep and The Reckoning.",The Deep is a novel written by Katsu.,0.6661508679389954,0.5406015515327454,0.5968452095985413
946,39,"Katsu has written several other novels, including The Hunger, The Deep and The Reckoning.",The Reckoning is a novel written by Katsu.<|eot_id|>.,0.47991523146629333,0.5900135636329651,0.5292996764183044
947,39,"Born in the United States, she graduated from the University of Maryland with a degree in literature.",She was born in the United States.,0.8760824203491211,0.5853818655014038,0.7018204927444458
948,39,"Born in the United States, she graduated from the University of Maryland with a degree in literature.",She graduated from the University of Maryland.,0.9190559983253479,0.6522300243377686,0.7629876732826233
949,39,"Born in the United States, she graduated from the University of Maryland with a degree in literature.",She graduated from the University of Maryland with a degree in literature.<|eot_id|>.,0.629331111907959,0.767403244972229,0.6915427446365356
950,39,"Katsu has also written for television and film, including the screenplays for the TV movie, The Magnificent Seven, and the feature film, The Hot Zone.",Katsu has written for television.,0.8510262370109558,0.47784629464149475,0.612037181854248
951,39,"Katsu has also written for television and film, including the screenplays for the TV movie, The Magnificent Seven, and the feature film, The Hot Zone.",Katsu has written for film.,0.7990981936454773,0.47104984521865845,0.592710554599762
952,39,"Katsu has also written for television and film, including the screenplays for the TV movie, The Magnificent Seven, and the feature film, The Hot Zone.",The Magnificent Seven is a TV movie.,0.7020117044448853,0.4735087752342224,0.5655515193939209
953,39,"Katsu has also written for television and film, including the screenplays for the TV movie, The Magnificent Seven, and the feature film, The Hot Zone.",The Magnificent Seven is a screenplay.,0.6534774899482727,0.42419981956481934,0.5144490599632263
954,39,"Katsu has also written for television and film, including the screenplays for the TV movie, The Magnificent Seven, and the feature film, The Hot Zone.",The Hot Zone is a feature film.,0.7491731643676758,0.4752885699272156,0.5815998911857605
955,39,"Katsu has also written for television and film, including the screenplays for the TV movie, The Magnificent Seven, and the feature film, The Hot Zone.",The Hot Zone is a screenplay.<|eot_id|>.,0.40306198596954346,0.42803001403808594,0.41517096757888794
956,40,"Jesse Foppert (born October 15, 1979) is a retired professional baseball player.","Jesse Foppert was born on October 15, 1979.",0.8015552759170532,0.6624735593795776,0.725408136844635
957,40,"Jesse Foppert (born October 15, 1979) is a retired professional baseball player.",Jesse Foppert is retired.,0.692867636680603,0.4223036766052246,0.5247634053230286
958,40,"Jesse Foppert (born October 15, 1979) is a retired professional baseball player.",Jesse Foppert is a professional baseball player.<|eot_id|>.,0.5928358435630798,0.6728079319000244,0.6302952766418457
959,40,He was a right-handed pitcher who played in the Major Leagues for the San Francisco Giants and the Seattle Mariners.,He was a right-handed pitcher.,0.8513091206550598,0.5193665027618408,0.6451438069343567
960,40,He was a right-handed pitcher who played in the Major Leagues for the San Francisco Giants and the Seattle Mariners.,He played in the Major Leagues.,0.8752913475036621,0.5998852252960205,0.7118800282478333
961,40,He was a right-handed pitcher who played in the Major Leagues for the San Francisco Giants and the Seattle Mariners.,He played in the Major Leagues for the San Francisco Giants.,0.934780478477478,0.7668477892875671,0.8425276279449463
962,40,He was a right-handed pitcher who played in the Major Leagues for the San Francisco Giants and the Seattle Mariners.,He played in the Major Leagues for the Seattle Mariners.,0.930620014667511,0.7515732049942017,0.8315680623054504
963,40,He was a right-handed pitcher who played in the Major Leagues for the San Francisco Giants and the Seattle Mariners.,He played for the San Francisco Giants.,0.8961464166641235,0.6645064949989319,0.7631358504295349
964,40,He was a right-handed pitcher who played in the Major Leagues for the San Francisco Giants and the Seattle Mariners.,He played for the Seattle Mariners.<|eot_id|>.,0.48200541734695435,0.6223049163818359,0.543242871761322
965,40,He was drafted by the Giants in the 2nd round of the 2002 MLB Draft out of the University of San Francisco.,He was drafted.,0.6154472827911377,0.31437498331069946,0.416168212890625
966,40,He was drafted by the Giants in the 2nd round of the 2002 MLB Draft out of the University of San Francisco.,He was drafted by the Giants.,0.8881187438964844,0.5506186485290527,0.6797831654548645
967,40,He was drafted by the Giants in the 2nd round of the 2002 MLB Draft out of the University of San Francisco.,The Giants drafted him.,0.6798056960105896,0.431435763835907,0.5278645753860474
968,40,He was drafted by the Giants in the 2nd round of the 2002 MLB Draft out of the University of San Francisco.,The Giants drafted him in the 2nd round.,0.8588725924491882,0.6149215698242188,0.7167069911956787
969,40,He was drafted by the Giants in the 2nd round of the 2002 MLB Draft out of the University of San Francisco.,The Giants drafted him in the 2002 MLB Draft.,0.8684602379798889,0.6477835178375244,0.742063045501709
970,40,He was drafted by the Giants in the 2nd round of the 2002 MLB Draft out of the University of San Francisco.,The 2002 MLB Draft is an event.,0.6073092818260193,0.395508348941803,0.4790419936180115
971,40,He was drafted by the Giants in the 2nd round of the 2002 MLB Draft out of the University of San Francisco.,The 2002 MLB Draft is the event in which the Giants drafted him.,0.6517883539199829,0.5573000907897949,0.6008521318435669
972,40,He was drafted by the Giants in the 2nd round of the 2002 MLB Draft out of the University of San Francisco.,He was drafted out of the University of San Francisco.,0.9011605381965637,0.660992443561554,0.7626146078109741
973,40,He was drafted by the Giants in the 2nd round of the 2002 MLB Draft out of the University of San Francisco.,The University of San Francisco is an institution.<|eot_id|>.,0.38974159955978394,0.38562366366386414,0.38767173886299133
974,40,"He made his Major League debut on April 12, 2003, and went on to appear in 54 games for the Giants over the course of three seasons.",He made his Major League debut.,0.8709707260131836,0.4607270061969757,0.6026589274406433
975,40,"He made his Major League debut on April 12, 2003, and went on to appear in 54 games for the Giants over the course of three seasons.","He made his Major League debut on April 12, 2003.",0.8656350374221802,0.5671414732933044,0.6852953433990479
976,40,"He made his Major League debut on April 12, 2003, and went on to appear in 54 games for the Giants over the course of three seasons.","The date of his Major League debut was April 12, 2003.",0.6669811606407166,0.5049259066581726,0.5747487545013428
977,40,"He made his Major League debut on April 12, 2003, and went on to appear in 54 games for the Giants over the course of three seasons.",He appeared in 54 games.,0.856716513633728,0.4729679524898529,0.609467089176178
978,40,"He made his Major League debut on April 12, 2003, and went on to appear in 54 games for the Giants over the course of three seasons.",The number of games he appeared in is 54.,0.5399316549301147,0.38709625601768494,0.45091524720191956
979,40,"He made his Major League debut on April 12, 2003, and went on to appear in 54 games for the Giants over the course of three seasons.",The games were for the Giants.,0.5754640102386475,0.32589659094810486,0.41613033413887024
980,40,"He made his Major League debut on April 12, 2003, and went on to appear in 54 games for the Giants over the course of three seasons.",The team he played for is the Giants.,0.5607638359069824,0.34781813621520996,0.4293367862701416
981,40,"He made his Major League debut on April 12, 2003, and went on to appear in 54 games for the Giants over the course of three seasons.",He appeared in games for the Giants over the course of three seasons.,0.9058570861816406,0.6498657464981079,0.7567999958992004
982,40,"He made his Major League debut on April 12, 2003, and went on to appear in 54 games for the Giants over the course of three seasons.",The duration of his appearances for the Giants was three seasons.<|eot_id|>.,0.4843609929084778,0.5158501863479614,0.49960988759994507
983,40,"In December of 2005, he was traded to the Mariners for reliever Randy Messenger.",He was traded in December of 2005.,0.8008079528808594,0.5495015382766724,0.6517693996429443
984,40,"In December of 2005, he was traded to the Mariners for reliever Randy Messenger.",He was traded to the Mariners.,0.8861606121063232,0.5909423828125,0.7090498805046082
985,40,"In December of 2005, he was traded to the Mariners for reliever Randy Messenger.",He was traded to the Mariners for Randy Messenger.,0.9302676916122437,0.7126617431640625,0.8070537447929382
986,40,"In December of 2005, he was traded to the Mariners for reliever Randy Messenger.",Randy Messenger is a reliever.<|eot_id|>.,0.3572961986064911,0.37591058015823364,0.3663671314716339
987,40,"He pitched in 35 games for the Mariners in 2006, but was limited by injuries and ultimately underwent Tommy John surgery in October of that year.",He pitched in 35 games for the Mariners.,0.9354414343833923,0.5137608647346497,0.663252055644989
988,40,"He pitched in 35 games for the Mariners in 2006, but was limited by injuries and ultimately underwent Tommy John surgery in October of that year.",35 is the number of games He pitched in.,0.49116456508636475,0.3663176894187927,0.41965246200561523
989,40,"He pitched in 35 games for the Mariners in 2006, but was limited by injuries and ultimately underwent Tommy John surgery in October of that year.",The games were played for the Mariners.,0.5921380519866943,0.3654158413410187,0.45193618535995483
990,40,"He pitched in 35 games for the Mariners in 2006, but was limited by injuries and ultimately underwent Tommy John surgery in October of that year.",He was limited by injuries.,0.7924597859382629,0.43020617961883545,0.5576683878898621
991,40,"He pitched in 35 games for the Mariners in 2006, but was limited by injuries and ultimately underwent Tommy John surgery in October of that year.",Injuries limited his performance.,0.6676546335220337,0.38316619396209717,0.4869006872177124
992,40,"He pitched in 35 games for the Mariners in 2006, but was limited by injuries and ultimately underwent Tommy John surgery in October of that year.",He underwent Tommy John surgery.,0.8183825016021729,0.419586181640625,0.5547506809234619
993,40,"He pitched in 35 games for the Mariners in 2006, but was limited by injuries and ultimately underwent Tommy John surgery in October of that year.",The surgery was in October.,0.6736423373222351,0.41652554273605347,0.514763355255127
994,40,"He pitched in 35 games for the Mariners in 2006, but was limited by injuries and ultimately underwent Tommy John surgery in October of that year.",October is a month.,0.38086462020874023,0.2411440908908844,0.2953118085861206
995,40,"He pitched in 35 games for the Mariners in 2006, but was limited by injuries and ultimately underwent Tommy John surgery in October of that year.",2006 is the year He underwent surgery.<|eot_id|>.,0.41104504466056824,0.426899790763855,0.41882240772247314
996,40,"He never returned to the majors, and retired in 2009.",He never returned to the majors.,0.8579955697059631,0.6873656511306763,0.763260543346405
997,40,"He never returned to the majors, and retired in 2009.",He retired in 2009.<|eot_id|>.,0.43184760212898254,0.5504816174507141,0.4840010106563568
998,41,"Mike Trivisonno is a popular radio talk show host in Cleveland, Ohio.",Mike Trivisonno is a radio talk show host.,0.973169207572937,0.8167586326599121,0.8881300091743469
999,41,"Mike Trivisonno is a popular radio talk show host in Cleveland, Ohio.",He is popular.,0.5915659666061401,0.3695618510246277,0.4549243152141571
1000,41,"Mike Trivisonno is a popular radio talk show host in Cleveland, Ohio.",He is based in Cleveland.,0.6697531342506409,0.45267999172210693,0.5402261018753052
1001,41,"Mike Trivisonno is a popular radio talk show host in Cleveland, Ohio.",Cleveland is a city.,0.5328658819198608,0.37647783756256104,0.4412241578102112
1002,41,"Mike Trivisonno is a popular radio talk show host in Cleveland, Ohio.",Ohio is a state.<|eot_id|>.,0.30927106738090515,0.3479519188404083,0.3274732232093811
1003,41,"He is best known for his show, The Mike Trivisonno Show, which has aired on WTAM 1100 since 1982.",He is best known for his show.,0.8671787977218628,0.5049617290496826,0.6382613182067871
1004,41,"He is best known for his show, The Mike Trivisonno Show, which has aired on WTAM 1100 since 1982.",The Mike Trivisonno Show is a show.,0.7621231079101562,0.5204065442085266,0.6184868812561035
1005,41,"He is best known for his show, The Mike Trivisonno Show, which has aired on WTAM 1100 since 1982.",The Mike Trivisonno Show airs on WTAM 1100.,0.8725292682647705,0.6499550342559814,0.7449729442596436
1006,41,"He is best known for his show, The Mike Trivisonno Show, which has aired on WTAM 1100 since 1982.",WTAM 1100 is a radio station.,0.6420555114746094,0.4429880380630493,0.5242608189582825
1007,41,"He is best known for his show, The Mike Trivisonno Show, which has aired on WTAM 1100 since 1982.",The Mike Trivisonno Show has been airing on WTAM 1100 since 1982.<|eot_id|>.,0.6712310314178467,0.7512775659561157,0.7090021371841431
1008,41,"Mike is an outspoken conservative, and often expresses his opinions on current events and politics.",Mike is an outspoken conservative.,0.9429839849472046,0.6088823676109314,0.7399687767028809
1009,41,"Mike is an outspoken conservative, and often expresses his opinions on current events and politics.",Mike often expresses his opinions on current events.,0.9082119464874268,0.731522798538208,0.810347855091095
1010,41,"Mike is an outspoken conservative, and often expresses his opinions on current events and politics.",Mike often expresses his opinions on politics.<|eot_id|>.,0.5391466021537781,0.6785731315612793,0.6008777618408203
1011,41,"He is also an avid Cleveland sports fan, and regularly talks about the Indians, Browns, and Cavaliers.",He is an avid Cleveland sports fan.,0.9480651617050171,0.6228259801864624,0.7517766356468201
1012,41,"He is also an avid Cleveland sports fan, and regularly talks about the Indians, Browns, and Cavaliers.",He regularly talks about the Indians.,0.8302731513977051,0.5765141844749451,0.6805068850517273
1013,41,"He is also an avid Cleveland sports fan, and regularly talks about the Indians, Browns, and Cavaliers.",He regularly talks about the Browns.,0.8793810606002808,0.625183641910553,0.7308088541030884
1014,41,"He is also an avid Cleveland sports fan, and regularly talks about the Indians, Browns, and Cavaliers.",He regularly talks about the Cavaliers.<|eot_id|>.,0.5191370248794556,0.6092048287391663,0.5605761408805847
1015,41,"Outside of radio, Mike is a philanthropist and runs several charities.",Mike is a philanthropist.,0.8485521078109741,0.6155917644500732,0.7135387659072876
1016,41,"Outside of radio, Mike is a philanthropist and runs several charities.",He runs several charities.<|eot_id|>.,0.43642252683639526,0.5932040214538574,0.5028766393661499
1017,41,"He has also authored two books, The Mike Trivisonno Story and The Mike Trivisonno Show: Listeners, Callers and Great Guests.",He has authored two books.,0.8828126192092896,0.3990515470504761,0.5496491193771362
1018,41,"He has also authored two books, The Mike Trivisonno Story and The Mike Trivisonno Show: Listeners, Callers and Great Guests.",The first book is The Mike Trivisonno Story.,0.7281802892684937,0.5979992151260376,0.6567003130912781
1019,41,"He has also authored two books, The Mike Trivisonno Story and The Mike Trivisonno Show: Listeners, Callers and Great Guests.","The second book is The Mike Trivisonno Show: Listeners, Callers and Great Guests.<|eot_id|>.",0.6594590544700623,0.775614857673645,0.7128360867500305
1020,42,Eric Hacker is an American professional baseball pitcher who made his Major League Baseball debut in 2010.,Eric Hacker is an American.,0.8392657041549683,0.48951590061187744,0.6183618307113647
1021,42,Eric Hacker is an American professional baseball pitcher who made his Major League Baseball debut in 2010.,Eric Hacker is a professional baseball pitcher.,0.9208534955978394,0.6809300184249878,0.7829232811927795
1022,42,Eric Hacker is an American professional baseball pitcher who made his Major League Baseball debut in 2010.,Eric Hacker made his Major League Baseball debut.,0.7997780442237854,0.6443626880645752,0.7137076258659363
1023,42,Eric Hacker is an American professional baseball pitcher who made his Major League Baseball debut in 2010.,Eric Hacker made his Major League Baseball debut in 2010.<|eot_id|>.,0.5561389327049255,0.7052403688430786,0.6218773722648621
1024,42,"He has played for the San Francisco Giants, Detroit Tigers, Los Angeles Dodgers, New York Yankees, and the Cincinnati Reds.",He has played for the San Francisco Giants.,0.9213848114013672,0.7293193340301514,0.8141783475875854
1025,42,"He has played for the San Francisco Giants, Detroit Tigers, Los Angeles Dodgers, New York Yankees, and the Cincinnati Reds.",He has played for the Detroit Tigers.,0.9043164253234863,0.6897657513618469,0.7826026678085327
1026,42,"He has played for the San Francisco Giants, Detroit Tigers, Los Angeles Dodgers, New York Yankees, and the Cincinnati Reds.",He has played for the Los Angeles Dodgers.,0.9063664078712463,0.7279448509216309,0.8074162602424622
1027,42,"He has played for the San Francisco Giants, Detroit Tigers, Los Angeles Dodgers, New York Yankees, and the Cincinnati Reds.",He has played for the New York Yankees.,0.9146213531494141,0.713350772857666,0.8015442490577698
1028,42,"He has played for the San Francisco Giants, Detroit Tigers, Los Angeles Dodgers, New York Yankees, and the Cincinnati Reds.",He has played for the Cincinnati Reds.<|eot_id|>.,0.518776535987854,0.6813668012619019,0.5890581607818604
1029,42,"He attended Santa Clara University, where he played college baseball for the Broncos.",He attended Santa Clara University.,0.9225913286209106,0.642011284828186,0.7571431398391724
1030,42,"He attended Santa Clara University, where he played college baseball for the Broncos.",He played college baseball.,0.9124675989151001,0.6090789437294006,0.7305261492729187
1031,42,"He attended Santa Clara University, where he played college baseball for the Broncos.",He played college baseball for the Broncos.<|eot_id|>.,0.5274190902709961,0.7183952331542969,0.6082693934440613
1032,42,He was a member of the Giants' 2010 World Series championship team and was named to the 2014 All-Star Game.,He was a member of the Giants' 2010 World Series championship team.,0.9710201025009155,0.7954802513122559,0.8745283484458923
1033,42,He was a member of the Giants' 2010 World Series championship team and was named to the 2014 All-Star Game.,He was named to the 2014 All-Star Game.<|eot_id|>.,0.5995172262191772,0.7253316640853882,0.6564504504203796
1034,42,"He is known for his sharp breaking pitches, which have earned him the nickname ""Hacksaw.""",He is known for his sharp breaking pitches.,0.9428784251213074,0.623056173324585,0.7503075003623962
1035,42,"He is known for his sharp breaking pitches, which have earned him the nickname ""Hacksaw.""",Sharp breaking pitches are a characteristic of his.,0.6544831991195679,0.490596204996109,0.5608117580413818
1036,42,"He is known for his sharp breaking pitches, which have earned him the nickname ""Hacksaw.""","He has been given the nickname ""Hacksaw"".<|eot_id|>.",0.5170388221740723,0.6130800247192383,0.5609784722328186
1037,42,He is currently a free agent.,He is currently a free agent.<|eot_id|>.,0.5353316068649292,0.890511155128479,0.6686834692955017
1038,43,Carlos Alfonso is a Cuban-born American artist and sculptor.,Carlos Alfonso is a Cuban-born artist.,0.9630070924758911,0.8615716695785522,0.9094697833061218
1039,43,Carlos Alfonso is a Cuban-born American artist and sculptor.,Carlos Alfonso is an American artist.,0.9442731142044067,0.748144268989563,0.8348443508148193
1040,43,Carlos Alfonso is a Cuban-born American artist and sculptor.,Carlos Alfonso is a sculptor.<|eot_id|>.,0.4509314298629761,0.5903519988059998,0.5113080143928528
1041,43,"He was born in Havana, Cuba in 1951 and immigrated to the United States in 1967.","He was born in Havana, Cuba.",0.8818224668502808,0.5829634666442871,0.7019050121307373
1042,43,"He was born in Havana, Cuba in 1951 and immigrated to the United States in 1967.","He was born in Havana, Cuba in 1951.",0.9370046257972717,0.7101938128471375,0.8079838752746582
1043,43,"He was born in Havana, Cuba in 1951 and immigrated to the United States in 1967.",He immigrated to the United States.,0.8410038948059082,0.5466424822807312,0.6626017093658447
1044,43,"He was born in Havana, Cuba in 1951 and immigrated to the United States in 1967.",He immigrated to the United States in 1967.<|eot_id|>.,0.5179852247238159,0.6497910022735596,0.5764496922492981
1045,43,He attended the School of Visual Arts in New York City and received a Master of Fine Arts in painting from the University of Miami in 1980.,He attended the School of Visual Arts in New York City.,0.91546630859375,0.7098531126976013,0.7996540069580078
1046,43,He attended the School of Visual Arts in New York City and received a Master of Fine Arts in painting from the University of Miami in 1980.,He received a Master of Fine Arts in painting.,0.8368966579437256,0.5927346348762512,0.6939658522605896
1047,43,He attended the School of Visual Arts in New York City and received a Master of Fine Arts in painting from the University of Miami in 1980.,He received a Master of Fine Arts in painting from the University of Miami.,0.9094740152359009,0.7487730383872986,0.8213368058204651
1048,43,He attended the School of Visual Arts in New York City and received a Master of Fine Arts in painting from the University of Miami in 1980.,He received a Master of Fine Arts in painting from the University of Miami in 1980.<|eot_id|>.,0.6583911180496216,0.7732512354850769,0.7112136483192444
1049,43,He has had numerous solo exhibitions in the United States and internationally.,He has had numerous solo exhibitions.,0.9681901931762695,0.6955721974372864,0.8095461130142212
1050,43,He has had numerous solo exhibitions in the United States and internationally.,The solo exhibitions were in the United States.,0.7362813949584961,0.6472651362419128,0.6889095902442932
1051,43,He has had numerous solo exhibitions in the United States and internationally.,The solo exhibitions were internationally.<|eot_id|>.,0.41412532329559326,0.5393170118331909,0.468502014875412
1052,43,"His work is characterized by its bold colors and abstract forms, often dealing with themes of cultural identity.",His work is characterized by its bold colors.,0.9205653667449951,0.6715078353881836,0.7765558362007141
1053,43,"His work is characterized by its bold colors and abstract forms, often dealing with themes of cultural identity.",His work is characterized by its abstract forms.,0.9368663430213928,0.680679976940155,0.7884858250617981
1054,43,"His work is characterized by its bold colors and abstract forms, often dealing with themes of cultural identity.",His work often deals with themes of cultural identity.<|eot_id|>.,0.5874192714691162,0.6874133348464966,0.6334946751594543
1055,43,He is the recipient of numerous awards and honors from institutions such as the National Endowment for the Arts and the American Institute of Arts and Letters.,He is the recipient of numerous awards.,0.9100741147994995,0.5237082242965698,0.6648335456848145
1056,43,He is the recipient of numerous awards and honors from institutions such as the National Endowment for the Arts and the American Institute of Arts and Letters.,He is the recipient of numerous awards and honors.,0.923552393913269,0.56680828332901,0.7024837732315063
1057,43,He is the recipient of numerous awards and honors from institutions such as the National Endowment for the Arts and the American Institute of Arts and Letters.,He is the recipient of numerous awards and honors from institutions.,0.946894645690918,0.6281464695930481,0.7552673816680908
1058,43,He is the recipient of numerous awards and honors from institutions such as the National Endowment for the Arts and the American Institute of Arts and Letters.,He is the recipient of numerous awards and honors from institutions such as.,0.886485755443573,0.6443596482276917,0.7462747693061829
1059,43,He is the recipient of numerous awards and honors from institutions such as the National Endowment for the Arts and the American Institute of Arts and Letters.,He is the recipient of numerous awards and honors from institutions such as the National Endowment for the Arts.,0.9828965067863464,0.8933181762695312,0.9359688758850098
1060,43,He is the recipient of numerous awards and honors from institutions such as the National Endowment for the Arts and the American Institute of Arts and Letters.,The National Endowment for the Arts is an institution.,0.7255520820617676,0.5578978061676025,0.6307747960090637
1061,43,He is the recipient of numerous awards and honors from institutions such as the National Endowment for the Arts and the American Institute of Arts and Letters.,The American Institute of Arts and Letters is an institution.<|eot_id|>.,0.49935856461524963,0.5663173794746399,0.5307343602180481
1062,44,Luis N. Rivera-Pagán is a professor of religion and Hispanic studies at Wesleyan University.,Luis N. Rivera-Pagán is a professor.,0.8772742748260498,0.6499232053756714,0.7466760873794556
1063,44,Luis N. Rivera-Pagán is a professor of religion and Hispanic studies at Wesleyan University.,Luis N. Rivera-Pagán is a professor of religion.,0.9353506565093994,0.7680807709693909,0.8435031175613403
1064,44,Luis N. Rivera-Pagán is a professor of religion and Hispanic studies at Wesleyan University.,Luis N. Rivera-Pagán is a professor of Hispanic studies.,0.9599016904830933,0.8265050649642944,0.8882228136062622
1065,44,Luis N. Rivera-Pagán is a professor of religion and Hispanic studies at Wesleyan University.,Luis N. Rivera-Pagán is at Wesleyan University.<|eot_id|>.,0.5562041997909546,0.6707242131233215,0.6081196069717407
